States,Account_Length,Area-Code,Phone,International Plan,Vmail Plan,Vmail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge ,International Mins,International Calls,International Charge,Cutserv Calls,Churn_Flag
CO,128.00,510.00, 410-4613,0.00,0.00,0.00,199.00,86.00,34.00,195.00,102.00,17.00,298.00,82.00,13.00,14.00,2.00,4.00,4.00,0.00
MO,87.00,510.00, 401-9332,0.00,0.00,0.00,261.00,83.00,44.00,144.00,95.00,12.00,284.00,119.00,13.00,16.00,1.00,4.00,4.00,0.00
WV,94.00,510.00, 355-5009,1.00,1.00,23.00,197.00,125.00,34.00,215.00,136.00,18.00,282.00,103.00,13.00,10.00,5.00,3.00,4.00,0.00
AR,179.00,415.00, 413-3412,1.00,1.00,38.00,220.00,78.00,37.00,234.00,71.00,20.00,237.00,85.00,11.00,10.00,4.00,3.00,4.00,0.00
NE,166.00,415.00, 359-1645,0.00,0.00,0.00,239.00,117.00,41.00,243.00,73.00,21.00,203.00,130.00,9.00,10.00,8.00,3.00,4.00,0.00
MO,132.00,408.00, 387-7184,0.00,0.00,0.00,214.00,125.00,36.00,134.00,54.00,11.00,332.00,104.00,15.00,8.00,2.00,2.00,4.00,0.00
CO,192.00,415.00, 370-8379,0.00,0.00,0.00,222.00,101.00,38.00,285.00,50.00,24.00,167.00,83.00,8.00,13.00,6.00,3.00,4.00,0.00
WI,126.00,415.00, 378-3722,1.00,1.00,34.00,245.00,118.00,42.00,220.00,105.00,19.00,211.00,136.00,9.00,10.00,6.00,3.00,4.00,0.00
HI,3.00,408.00, 355-2872,0.00,0.00,0.00,139.00,99.00,24.00,251.00,108.00,21.00,286.00,87.00,13.00,6.00,3.00,2.00,4.00,0.00
CA,75.00,415.00, 341-1916,0.00,1.00,19.00,210.00,90.00,36.00,242.00,87.00,21.00,216.00,102.00,10.00,13.00,3.00,4.00,4.00,0.00
NH,131.00,415.00, 372-1849,0.00,0.00,0.00,228.00,134.00,39.00,163.00,88.00,14.00,279.00,90.00,13.00,9.00,7.00,2.00,4.00,0.00
TN,73.00,510.00, 331-7750,0.00,1.00,6.00,238.00,105.00,40.00,245.00,98.00,21.00,188.00,107.00,8.00,7.00,11.00,2.00,4.00,0.00
IA,100.00,408.00, 378-9478,0.00,0.00,0.00,211.00,85.00,36.00,329.00,69.00,28.00,127.00,78.00,6.00,9.00,5.00,3.00,4.00,0.00
MD,139.00,415.00, 335-3133,0.00,0.00,0.00,182.00,119.00,31.00,336.00,118.00,29.00,150.00,64.00,7.00,8.00,6.00,2.00,4.00,0.00
DE,87.00,510.00, 374-6966,0.00,0.00,0.00,256.00,105.00,44.00,161.00,102.00,14.00,249.00,80.00,11.00,7.00,2.00,2.00,4.00,0.00
ID,122.00,510.00, 382-7993,0.00,1.00,33.00,271.00,96.00,46.00,220.00,110.00,19.00,170.00,104.00,8.00,12.00,8.00,3.00,4.00,0.00
WY,65.00,415.00, 376-6485,0.00,1.00,21.00,135.00,120.00,23.00,238.00,90.00,20.00,286.00,93.00,13.00,11.00,9.00,3.00,4.00,0.00
DC,79.00,408.00, 420-8847,0.00,1.00,25.00,219.00,95.00,37.00,242.00,95.00,21.00,203.00,102.00,9.00,6.00,5.00,2.00,4.00,0.00
IN,81.00,408.00, 347-6717,0.00,1.00,46.00,168.00,124.00,29.00,271.00,103.00,23.00,223.00,98.00,10.00,7.00,2.00,2.00,4.00,0.00
ME,146.00,415.00, 411-8186,0.00,0.00,0.00,174.00,113.00,30.00,201.00,107.00,17.00,281.00,145.00,13.00,12.00,3.00,3.00,4.00,0.00
ID,71.00,415.00, 363-3364,0.00,0.00,0.00,212.00,114.00,36.00,236.00,91.00,20.00,208.00,135.00,9.00,11.00,5.00,3.00,4.00,0.00
KS,137.00,415.00, 346-8581,0.00,0.00,0.00,230.00,113.00,39.00,220.00,79.00,19.00,205.00,111.00,9.00,11.00,7.00,3.00,4.00,0.00
WY,129.00,510.00, 379-3132,0.00,0.00,0.00,144.00,114.00,24.00,298.00,98.00,25.00,213.00,86.00,10.00,11.00,8.00,3.00,4.00,0.00
NE,82.00,408.00, 343-2741,0.00,0.00,0.00,186.00,36.00,32.00,277.00,134.00,24.00,192.00,104.00,9.00,6.00,7.00,2.00,4.00,0.00
MD,96.00,415.00, 410-4408,0.00,0.00,0.00,149.00,125.00,25.00,211.00,119.00,18.00,291.00,102.00,13.00,9.00,3.00,3.00,4.00,0.00
RI,114.00,510.00, 411-9554,0.00,1.00,28.00,226.00,94.00,38.00,193.00,117.00,16.00,232.00,100.00,10.00,8.00,9.00,2.00,4.00,0.00
IN,49.00,415.00, 399-3758,0.00,1.00,20.00,206.00,109.00,35.00,298.00,105.00,25.00,142.00,91.00,6.00,12.00,3.00,3.00,4.00,0.00
CT,150.00,510.00, 411-8549,0.00,0.00,0.00,189.00,77.00,32.00,221.00,105.00,19.00,239.00,117.00,11.00,9.00,5.00,2.00,4.00,0.00
UT,52.00,408.00, 412-5585,0.00,0.00,0.00,288.00,108.00,49.00,130.00,136.00,11.00,230.00,73.00,10.00,10.00,5.00,3.00,4.00,0.00
KY,14.00,415.00, 404-3252,0.00,0.00,0.00,185.00,77.00,31.00,273.00,103.00,23.00,190.00,129.00,9.00,10.00,3.00,3.00,4.00,0.00
HI,161.00,408.00, 359-5651,0.00,0.00,0.00,165.00,88.00,28.00,210.00,111.00,18.00,271.00,129.00,12.00,11.00,3.00,3.00,4.00,0.00
HI,101.00,415.00, 400-5511,0.00,0.00,0.00,253.00,89.00,43.00,238.00,114.00,20.00,154.00,85.00,7.00,10.00,7.00,3.00,4.00,0.00
TX,217.00,408.00, 385-7082,0.00,0.00,0.00,176.00,115.00,30.00,159.00,128.00,14.00,307.00,107.00,14.00,9.00,3.00,3.00,4.00,0.00
VA,104.00,415.00, 386-9790,0.00,1.00,23.00,280.00,136.00,48.00,221.00,92.00,19.00,137.00,102.00,6.00,13.00,3.00,4.00,4.00,0.00
UT,188.00,408.00, 357-3352,0.00,0.00,0.00,231.00,92.00,39.00,182.00,93.00,16.00,227.00,89.00,10.00,10.00,5.00,3.00,4.00,0.00
OK,121.00,408.00, 364-2495,0.00,1.00,31.00,237.00,63.00,40.00,206.00,117.00,17.00,197.00,85.00,9.00,10.00,5.00,3.00,4.00,0.00
GA,74.00,510.00, 340-8245,0.00,1.00,31.00,249.00,70.00,42.00,210.00,59.00,18.00,181.00,75.00,8.00,10.00,2.00,3.00,4.00,0.00
IN,56.00,510.00, 351-3597,0.00,0.00,0.00,255.00,83.00,43.00,194.00,98.00,16.00,186.00,118.00,8.00,14.00,2.00,4.00,4.00,0.00
ME,113.00,415.00, 398-4313,0.00,0.00,0.00,216.00,129.00,37.00,219.00,117.00,19.00,207.00,91.00,9.00,7.00,9.00,2.00,4.00,0.00
ID,79.00,510.00, 341-1647,0.00,1.00,21.00,264.00,79.00,45.00,203.00,118.00,17.00,173.00,92.00,8.00,6.00,3.00,2.00,4.00,0.00
KY,43.00,408.00, 417-6683,0.00,0.00,0.00,177.00,93.00,30.00,143.00,60.00,12.00,314.00,144.00,14.00,13.00,2.00,3.00,4.00,0.00
IA,62.00,415.00, 366-9238,0.00,0.00,0.00,121.00,70.00,21.00,307.00,76.00,26.00,203.00,99.00,9.00,13.00,6.00,4.00,4.00,0.00
CA,77.00,510.00, 335-2261,0.00,0.00,0.00,176.00,86.00,30.00,205.00,78.00,17.00,245.00,100.00,11.00,18.00,3.00,5.00,4.00,0.00
PA,54.00,415.00, 399-4532,0.00,0.00,0.00,230.00,89.00,39.00,149.00,110.00,13.00,256.00,139.00,12.00,8.00,3.00,2.00,4.00,0.00
CT,112.00,415.00, 418-5708,0.00,1.00,27.00,213.00,121.00,36.00,226.00,101.00,19.00,190.00,99.00,9.00,11.00,3.00,3.00,4.00,0.00
AZ,94.00,408.00, 354-7339,0.00,0.00,0.00,182.00,85.00,31.00,202.00,98.00,17.00,246.00,97.00,11.00,9.00,2.00,2.00,4.00,0.00
IL,74.00,510.00, 398-5954,0.00,1.00,27.00,154.00,122.00,26.00,195.00,150.00,17.00,277.00,86.00,12.00,13.00,2.00,4.00,4.00,0.00
WV,74.00,408.00, 410-2547,0.00,0.00,0.00,176.00,79.00,30.00,208.00,105.00,18.00,238.00,86.00,11.00,16.00,4.00,4.00,4.00,0.00
IL,107.00,408.00, 354-3963,0.00,0.00,0.00,228.00,90.00,39.00,214.00,123.00,18.00,183.00,79.00,8.00,11.00,4.00,3.00,4.00,0.00
CO,118.00,408.00, 328-1222,0.00,0.00,0.00,189.00,60.00,32.00,217.00,64.00,18.00,220.00,100.00,10.00,8.00,7.00,2.00,4.00,0.00
OH,73.00,415.00, 338-4065,0.00,0.00,0.00,183.00,80.00,31.00,242.00,115.00,21.00,201.00,100.00,9.00,8.00,3.00,2.00,4.00,0.00
LA,67.00,510.00, 373-6784,0.00,0.00,0.00,310.00,97.00,53.00,67.00,123.00,6.00,247.00,99.00,11.00,9.00,10.00,2.00,4.00,0.00
WY,58.00,510.00, 354-2762,0.00,0.00,0.00,210.00,126.00,36.00,249.00,108.00,21.00,159.00,88.00,7.00,14.00,2.00,4.00,4.00,0.00
AK,59.00,510.00, 366-5241,0.00,0.00,0.00,183.00,104.00,31.00,205.00,95.00,17.00,230.00,100.00,10.00,11.00,8.00,3.00,4.00,0.00
VT,142.00,415.00, 378-4617,0.00,0.00,0.00,233.00,74.00,40.00,182.00,142.00,15.00,203.00,86.00,9.00,10.00,6.00,3.00,4.00,0.00
RI,85.00,415.00, 381-2460,1.00,0.00,0.00,197.00,97.00,34.00,212.00,115.00,18.00,210.00,133.00,9.00,8.00,4.00,2.00,4.00,0.00
AZ,95.00,408.00, 334-2577,0.00,0.00,0.00,238.00,65.00,40.00,187.00,98.00,16.00,190.00,115.00,9.00,12.00,4.00,3.00,4.00,0.00
SC,109.00,415.00, 388-6479,0.00,1.00,46.00,218.00,123.00,37.00,234.00,84.00,20.00,164.00,99.00,7.00,9.00,3.00,2.00,4.00,0.00
HI,105.00,415.00, 383-6489,0.00,0.00,0.00,211.00,99.00,36.00,177.00,66.00,15.00,222.00,96.00,10.00,15.00,7.00,4.00,4.00,0.00
MA,58.00,408.00, 411-6598,0.00,0.00,0.00,174.00,112.00,30.00,266.00,122.00,23.00,182.00,87.00,8.00,0.00,0.00,0.00,4.00,0.00
IL,86.00,510.00, 342-7716,0.00,1.00,16.00,145.00,105.00,25.00,206.00,111.00,18.00,255.00,117.00,11.00,12.00,2.00,3.00,4.00,0.00
MI,81.00,408.00, 346-1095,0.00,0.00,0.00,166.00,102.00,28.00,218.00,112.00,19.00,220.00,68.00,10.00,13.00,2.00,4.00,4.00,0.00
WA,60.00,415.00, 379-2554,0.00,1.00,31.00,224.00,83.00,38.00,236.00,77.00,20.00,153.00,119.00,7.00,5.00,8.00,1.00,4.00,0.00
OK,172.00,408.00, 398-3632,0.00,0.00,0.00,204.00,109.00,35.00,234.00,123.00,20.00,161.00,65.00,7.00,18.00,4.00,5.00,4.00,0.00
ND,56.00,415.00, 398-1759,0.00,0.00,0.00,223.00,133.00,38.00,277.00,89.00,24.00,102.00,94.00,5.00,14.00,4.00,4.00,4.00,0.00
TX,82.00,408.00, 400-3446,0.00,0.00,0.00,200.00,96.00,34.00,201.00,102.00,17.00,206.00,60.00,9.00,7.00,1.00,2.00,4.00,0.00
AZ,104.00,408.00, 420-3346,0.00,0.00,0.00,168.00,116.00,28.00,219.00,112.00,19.00,216.00,94.00,10.00,12.00,2.00,3.00,4.00,0.00
NJ,143.00,408.00, 410-9584,1.00,0.00,0.00,187.00,98.00,32.00,197.00,110.00,17.00,215.00,104.00,10.00,12.00,3.00,3.00,4.00,0.00
MN,85.00,415.00, 400-8619,0.00,0.00,0.00,235.00,113.00,40.00,237.00,116.00,20.00,123.00,110.00,6.00,13.00,3.00,3.00,4.00,0.00
WV,102.00,408.00, 365-8831,0.00,0.00,0.00,235.00,125.00,40.00,199.00,99.00,17.00,163.00,88.00,7.00,10.00,1.00,3.00,4.00,0.00
AZ,99.00,415.00, 327-3954,0.00,0.00,0.00,198.00,87.00,34.00,207.00,76.00,18.00,191.00,113.00,9.00,9.00,3.00,2.00,4.00,0.00
NM,62.00,415.00, 339-5423,0.00,0.00,0.00,245.00,91.00,42.00,123.00,130.00,10.00,228.00,102.00,10.00,9.00,4.00,2.00,4.00,0.00
CO,138.00,408.00, 389-5315,0.00,0.00,0.00,182.00,101.00,31.00,200.00,119.00,17.00,209.00,131.00,9.00,13.00,3.00,4.00,4.00,0.00
NE,105.00,408.00, 327-6764,0.00,0.00,0.00,162.00,99.00,28.00,213.00,95.00,18.00,215.00,114.00,10.00,11.00,8.00,3.00,4.00,0.00
AL,72.00,415.00, 343-4806,0.00,0.00,0.00,218.00,93.00,37.00,190.00,113.00,16.00,183.00,91.00,8.00,10.00,5.00,3.00,4.00,0.00
WV,3.00,408.00, 339-8673,0.00,0.00,0.00,183.00,87.00,31.00,172.00,103.00,15.00,233.00,89.00,10.00,12.00,3.00,3.00,4.00,0.00
FL,110.00,415.00, 398-6703,0.00,0.00,0.00,243.00,110.00,41.00,162.00,140.00,14.00,184.00,86.00,8.00,8.00,3.00,2.00,4.00,0.00
VA,113.00,415.00, 401-9909,0.00,1.00,23.00,149.00,104.00,25.00,236.00,67.00,20.00,202.00,76.00,9.00,10.00,5.00,3.00,4.00,0.00
VT,101.00,415.00, 407-2292,0.00,0.00,0.00,154.00,89.00,26.00,234.00,89.00,20.00,196.00,77.00,9.00,12.00,2.00,3.00,4.00,0.00
OH,103.00,415.00, 382-6740,0.00,1.00,40.00,165.00,95.00,28.00,229.00,82.00,19.00,195.00,97.00,9.00,7.00,1.00,2.00,4.00,0.00
ID,137.00,510.00, 348-6721,0.00,0.00,0.00,203.00,97.00,35.00,132.00,76.00,11.00,251.00,94.00,11.00,9.00,4.00,2.00,4.00,0.00
NC,112.00,415.00, 334-1872,0.00,0.00,0.00,193.00,96.00,33.00,264.00,123.00,22.00,129.00,115.00,6.00,9.00,3.00,2.00,4.00,0.00
RI,69.00,408.00, 329-7365,0.00,0.00,0.00,199.00,141.00,34.00,204.00,110.00,17.00,177.00,109.00,8.00,15.00,2.00,4.00,4.00,0.00
IN,35.00,510.00, 396-8804,0.00,1.00,23.00,195.00,106.00,33.00,200.00,132.00,17.00,190.00,88.00,9.00,10.00,7.00,3.00,4.00,0.00
OR,151.00,510.00, 339-1405,0.00,0.00,0.00,156.00,108.00,27.00,233.00,118.00,20.00,196.00,141.00,9.00,8.00,6.00,2.00,4.00,0.00
VT,48.00,415.00, 384-2908,0.00,0.00,0.00,198.00,64.00,34.00,137.00,126.00,12.00,244.00,81.00,11.00,13.00,5.00,4.00,4.00,0.00
AL,98.00,408.00, 383-1509,0.00,0.00,0.00,161.00,117.00,27.00,191.00,113.00,16.00,228.00,113.00,10.00,12.00,4.00,3.00,4.00,0.00
DC,141.00,415.00, 333-9511,0.00,1.00,37.00,185.00,87.00,32.00,179.00,128.00,15.00,218.00,107.00,10.00,8.00,3.00,2.00,4.00,0.00
CT,142.00,510.00, 334-6492,0.00,1.00,38.00,231.00,125.00,39.00,175.00,121.00,15.00,171.00,87.00,8.00,12.00,2.00,3.00,4.00,0.00
NJ,106.00,415.00, 365-2153,0.00,0.00,0.00,208.00,91.00,35.00,172.00,109.00,15.00,192.00,143.00,9.00,14.00,7.00,4.00,4.00,0.00
NH,13.00,415.00, 356-7580,0.00,0.00,0.00,193.00,89.00,33.00,194.00,90.00,17.00,187.00,104.00,8.00,10.00,2.00,3.00,4.00,0.00
NC,106.00,415.00, 365-2473,0.00,1.00,25.00,169.00,105.00,29.00,241.00,108.00,20.00,159.00,114.00,7.00,14.00,5.00,4.00,4.00,0.00
WY,111.00,415.00, 386-7118,0.00,0.00,0.00,222.00,96.00,38.00,163.00,111.00,14.00,185.00,120.00,8.00,12.00,7.00,3.00,4.00,0.00
MO,84.00,415.00, 406-8665,0.00,1.00,35.00,208.00,138.00,35.00,201.00,116.00,17.00,165.00,107.00,7.00,8.00,16.00,2.00,4.00,0.00
IA,98.00,510.00, 379-6506,0.00,1.00,21.00,161.00,114.00,27.00,252.00,83.00,21.00,160.00,92.00,7.00,4.00,8.00,1.00,4.00,0.00
KS,65.00,415.00, 392-4680,0.00,1.00,34.00,209.00,119.00,36.00,142.00,106.00,12.00,215.00,87.00,10.00,13.00,4.00,3.00,4.00,0.00
GA,71.00,415.00, 391-7166,0.00,0.00,0.00,258.00,132.00,44.00,127.00,119.00,11.00,182.00,87.00,8.00,10.00,8.00,3.00,4.00,0.00
AZ,68.00,408.00, 369-6749,0.00,0.00,0.00,173.00,115.00,29.00,222.00,126.00,19.00,171.00,98.00,8.00,7.00,8.00,2.00,4.00,0.00
CO,135.00,408.00, 372-1837,0.00,1.00,38.00,203.00,92.00,34.00,170.00,93.00,14.00,186.00,108.00,8.00,12.00,6.00,3.00,4.00,0.00
FL,106.00,408.00, 385-2488,0.00,1.00,32.00,166.00,126.00,28.00,217.00,93.00,18.00,173.00,86.00,8.00,14.00,8.00,4.00,4.00,0.00
IN,99.00,415.00, 397-8512,1.00,0.00,0.00,197.00,127.00,34.00,156.00,92.00,13.00,204.00,99.00,9.00,10.00,6.00,3.00,4.00,0.00
ME,80.00,408.00, 332-9525,0.00,1.00,31.00,166.00,92.00,28.00,238.00,74.00,20.00,151.00,84.00,7.00,11.00,4.00,3.00,4.00,0.00
TN,222.00,408.00, 372-2527,0.00,1.00,34.00,219.00,89.00,37.00,161.00,76.00,14.00,182.00,76.00,8.00,5.00,5.00,1.00,4.00,0.00
VT,149.00,415.00, 338-2617,0.00,0.00,0.00,195.00,108.00,33.00,187.00,102.00,16.00,175.00,168.00,8.00,8.00,4.00,2.00,4.00,0.00
SC,102.00,408.00, 368-3078,0.00,0.00,0.00,175.00,73.00,30.00,214.00,114.00,18.00,165.00,116.00,7.00,10.00,5.00,3.00,4.00,0.00
NC,85.00,510.00, 404-2871,0.00,0.00,0.00,183.00,111.00,31.00,169.00,98.00,14.00,200.00,97.00,9.00,10.00,4.00,3.00,4.00,0.00
NM,110.00,415.00, 350-5065,0.00,0.00,0.00,198.00,92.00,34.00,147.00,97.00,13.00,200.00,76.00,9.00,17.00,4.00,4.00,4.00,0.00
MD,140.00,415.00, 412-1076,1.00,1.00,27.00,189.00,124.00,32.00,161.00,102.00,14.00,198.00,100.00,9.00,12.00,5.00,3.00,4.00,0.00
VT,129.00,408.00, 355-9475,0.00,0.00,0.00,186.00,127.00,32.00,262.00,96.00,22.00,99.00,63.00,4.00,12.00,6.00,3.00,4.00,0.00
AZ,163.00,510.00, 354-4568,0.00,0.00,0.00,179.00,56.00,30.00,216.00,79.00,18.00,153.00,84.00,7.00,11.00,2.00,3.00,4.00,0.00
OH,135.00,415.00, 412-2947,0.00,0.00,0.00,219.00,123.00,37.00,243.00,64.00,21.00,86.00,80.00,4.00,10.00,3.00,3.00,4.00,0.00
DC,93.00,408.00, 406-5023,0.00,0.00,0.00,165.00,95.00,28.00,231.00,87.00,20.00,150.00,91.00,7.00,10.00,3.00,3.00,4.00,0.00
WY,72.00,510.00, 363-5220,1.00,0.00,0.00,274.00,75.00,47.00,163.00,110.00,14.00,110.00,121.00,5.00,8.00,3.00,2.00,4.00,0.00
ID,92.00,415.00, 417-4063,0.00,1.00,23.00,167.00,83.00,28.00,259.00,129.00,22.00,116.00,110.00,5.00,11.00,3.00,3.00,4.00,0.00
TX,133.00,408.00, 401-4007,0.00,0.00,0.00,221.00,133.00,38.00,160.00,140.00,14.00,162.00,84.00,7.00,8.00,3.00,2.00,4.00,0.00
TN,37.00,415.00, 413-2238,0.00,0.00,0.00,221.00,126.00,38.00,205.00,110.00,17.00,118.00,98.00,5.00,7.00,3.00,2.00,4.00,0.00
TX,138.00,415.00, 343-5445,0.00,0.00,0.00,217.00,73.00,37.00,191.00,127.00,16.00,134.00,97.00,6.00,5.00,3.00,1.00,4.00,0.00
MD,52.00,415.00, 352-1798,0.00,0.00,0.00,210.00,114.00,36.00,171.00,82.00,15.00,155.00,119.00,7.00,10.00,9.00,3.00,4.00,0.00
CO,71.00,415.00, 359-8959,0.00,0.00,0.00,218.00,114.00,37.00,182.00,105.00,15.00,114.00,87.00,5.00,9.00,10.00,2.00,4.00,0.00
AZ,157.00,415.00, 389-9783,0.00,0.00,0.00,221.00,105.00,38.00,119.00,127.00,10.00,165.00,113.00,7.00,12.00,7.00,3.00,4.00,0.00
NY,94.00,510.00, 417-3046,1.00,0.00,0.00,243.00,109.00,41.00,147.00,88.00,13.00,95.00,99.00,4.00,7.00,4.00,2.00,4.00,0.00
CT,95.00,415.00, 375-2098,0.00,1.00,36.00,283.00,112.00,48.00,286.00,86.00,24.00,262.00,129.00,12.00,11.00,3.00,3.00,3.00,0.00
MN,13.00,510.00, 338-7120,0.00,1.00,21.00,316.00,105.00,54.00,209.00,71.00,18.00,260.00,123.00,12.00,12.00,3.00,3.00,3.00,0.00
OH,147.00,415.00, 365-5682,1.00,1.00,24.00,220.00,118.00,37.00,209.00,116.00,18.00,353.00,111.00,16.00,8.00,4.00,2.00,3.00,0.00
MA,121.00,510.00, 355-9993,0.00,1.00,24.00,218.00,88.00,37.00,349.00,108.00,30.00,213.00,118.00,10.00,8.00,7.00,2.00,3.00,0.00
OR,117.00,415.00, 328-1642,0.00,1.00,38.00,259.00,94.00,44.00,246.00,71.00,21.00,269.00,125.00,12.00,9.00,1.00,2.00,3.00,0.00
DC,17.00,510.00, 399-6809,0.00,1.00,30.00,280.00,101.00,48.00,259.00,85.00,22.00,230.00,130.00,10.00,10.00,2.00,3.00,3.00,0.00
KY,105.00,415.00, 404-6357,0.00,1.00,24.00,275.00,99.00,47.00,194.00,118.00,16.00,300.00,109.00,13.00,11.00,3.00,3.00,3.00,0.00
LA,94.00,415.00, 371-3236,0.00,0.00,0.00,212.00,98.00,36.00,189.00,89.00,16.00,352.00,95.00,16.00,8.00,5.00,2.00,3.00,0.00
AL,96.00,415.00, 391-1432,0.00,1.00,18.00,263.00,57.00,45.00,190.00,107.00,16.00,294.00,103.00,13.00,12.00,4.00,3.00,3.00,0.00
KS,39.00,408.00, 352-8833,0.00,0.00,0.00,181.00,71.00,31.00,345.00,108.00,29.00,214.00,145.00,10.00,12.00,2.00,3.00,3.00,0.00
CT,99.00,415.00, 363-8824,0.00,0.00,0.00,147.00,64.00,25.00,274.00,99.00,23.00,321.00,98.00,14.00,9.00,1.00,2.00,3.00,0.00
TX,50.00,408.00, 330-6436,0.00,1.00,31.00,303.00,93.00,51.00,241.00,119.00,20.00,194.00,103.00,9.00,14.00,14.00,4.00,3.00,0.00
IN,131.00,408.00, 371-4633,0.00,0.00,0.00,241.00,108.00,41.00,167.00,91.00,14.00,322.00,109.00,15.00,15.00,8.00,4.00,3.00,0.00
OR,123.00,415.00, 396-4149,0.00,1.00,38.00,202.00,104.00,34.00,292.00,105.00,25.00,239.00,63.00,11.00,11.00,1.00,3.00,3.00,0.00
DE,64.00,415.00, 340-1717,0.00,1.00,31.00,282.00,121.00,48.00,241.00,104.00,20.00,212.00,120.00,10.00,7.00,5.00,2.00,3.00,0.00
AK,146.00,415.00, 397-5911,0.00,0.00,0.00,196.00,86.00,33.00,229.00,82.00,19.00,304.00,94.00,14.00,12.00,4.00,3.00,3.00,0.00
AR,103.00,415.00, 401-9574,0.00,1.00,22.00,219.00,126.00,37.00,312.00,126.00,27.00,197.00,112.00,9.00,9.00,8.00,2.00,3.00,0.00
MN,85.00,415.00, 363-1208,0.00,0.00,0.00,255.00,114.00,43.00,195.00,83.00,17.00,277.00,78.00,12.00,4.00,5.00,1.00,3.00,0.00
KS,149.00,510.00, 340-3500,0.00,0.00,0.00,218.00,91.00,37.00,274.00,74.00,23.00,227.00,99.00,10.00,10.00,3.00,3.00,3.00,0.00
AR,109.00,510.00, 378-4294,0.00,0.00,0.00,153.00,102.00,26.00,234.00,77.00,20.00,329.00,74.00,15.00,10.00,9.00,3.00,3.00,0.00
KS,70.00,408.00, 411-4582,0.00,0.00,0.00,232.00,122.00,39.00,292.00,112.00,25.00,201.00,112.00,9.00,0.00,0.00,0.00,3.00,0.00
FL,194.00,408.00, 399-2851,0.00,1.00,42.00,204.00,109.00,35.00,193.00,125.00,16.00,318.00,81.00,14.00,11.00,16.00,3.00,3.00,0.00
KS,131.00,415.00, 401-5012,0.00,1.00,28.00,250.00,87.00,42.00,227.00,138.00,19.00,240.00,92.00,11.00,8.00,3.00,2.00,3.00,0.00
MN,72.00,408.00, 378-7539,0.00,1.00,31.00,221.00,124.00,38.00,313.00,96.00,27.00,176.00,94.00,8.00,12.00,1.00,3.00,3.00,0.00
ID,173.00,510.00, 363-5819,0.00,1.00,21.00,232.00,96.00,40.00,212.00,118.00,18.00,273.00,102.00,12.00,5.00,5.00,1.00,3.00,0.00
ME,67.00,415.00, 402-4206,0.00,0.00,0.00,208.00,95.00,35.00,235.00,81.00,20.00,266.00,80.00,12.00,12.00,6.00,3.00,3.00,0.00
NJ,138.00,408.00, 359-1231,0.00,0.00,0.00,242.00,93.00,41.00,171.00,83.00,14.00,295.00,104.00,13.00,12.00,7.00,3.00,3.00,0.00
HI,17.00,408.00, 413-7801,0.00,0.00,0.00,169.00,102.00,29.00,297.00,130.00,25.00,245.00,117.00,11.00,9.00,6.00,2.00,3.00,0.00
NV,139.00,510.00, 400-5033,1.00,0.00,0.00,173.00,92.00,29.00,282.00,123.00,24.00,253.00,117.00,11.00,11.00,3.00,3.00,3.00,0.00
MO,83.00,415.00, 380-6074,0.00,1.00,30.00,273.00,105.00,46.00,253.00,83.00,22.00,181.00,123.00,8.00,9.00,6.00,2.00,3.00,0.00
IA,81.00,510.00, 328-2647,0.00,0.00,0.00,204.00,89.00,35.00,290.00,69.00,25.00,213.00,71.00,10.00,9.00,3.00,2.00,3.00,0.00
FL,108.00,510.00, 365-1688,0.00,0.00,0.00,211.00,112.00,36.00,239.00,73.00,20.00,254.00,90.00,11.00,9.00,5.00,2.00,3.00,0.00
OR,116.00,415.00, 331-7425,1.00,0.00,0.00,215.00,104.00,37.00,205.00,79.00,17.00,279.00,109.00,13.00,13.00,5.00,3.00,3.00,0.00
NV,124.00,415.00, 368-5628,0.00,0.00,0.00,234.00,61.00,40.00,179.00,111.00,15.00,286.00,117.00,13.00,10.00,6.00,3.00,3.00,0.00
NY,147.00,510.00, 421-7205,0.00,1.00,33.00,252.00,107.00,43.00,234.00,110.00,20.00,213.00,87.00,10.00,10.00,6.00,3.00,3.00,0.00
IA,52.00,408.00, 413-4957,0.00,0.00,0.00,192.00,108.00,33.00,270.00,96.00,23.00,237.00,87.00,11.00,8.00,5.00,2.00,3.00,0.00
OR,37.00,408.00, 369-5896,0.00,0.00,0.00,257.00,117.00,44.00,135.00,92.00,11.00,306.00,102.00,14.00,8.00,5.00,2.00,3.00,0.00
RI,99.00,510.00, 386-3671,0.00,0.00,0.00,217.00,112.00,37.00,247.00,89.00,21.00,226.00,89.00,10.00,16.00,7.00,4.00,3.00,0.00
DE,105.00,415.00, 350-2250,1.00,0.00,0.00,150.00,106.00,26.00,294.00,123.00,25.00,251.00,65.00,11.00,10.00,7.00,3.00,3.00,0.00
ME,78.00,415.00, 400-9510,0.00,0.00,0.00,253.00,93.00,43.00,178.00,112.00,15.00,264.00,105.00,12.00,10.00,7.00,3.00,3.00,0.00
WY,41.00,510.00, 381-2413,0.00,0.00,0.00,224.00,67.00,38.00,245.00,74.00,21.00,224.00,156.00,10.00,12.00,5.00,3.00,3.00,0.00
MN,90.00,408.00, 383-6332,0.00,1.00,32.00,277.00,76.00,47.00,138.00,90.00,12.00,280.00,88.00,13.00,7.00,3.00,2.00,3.00,0.00
